id,User,appended,checked,company,direction,image_url,item_url,subtitle,title,website,website_url
205,Ptrs,True,True,facebook,NEG,http://img2-azcdn.newser.com/image/1162445-12-20180120154201.jpeg,http://www.newser.com/story/254360/asst-police-chief-resigns-over-racist-facebook-messages.html,1/21/2018,"
	Asst. Police Chief Resigns Over Racist Facebook Messages
",huffingtonpost.com,http://www.newser.com
206,Ptrs,True,True,twitter,POS,http://static6.businessinsider.com/image/5a6267dc00d0ef82348b4873-1190-625/the-worlds-most-valuable-bitcoin-startup-just-grabbed-an-ex-twitter-exec-to-make-cryptocurrency-more-user-friendly.jpg,http://www.businessinsider.com/coinbase-hires-ex-twitter-exec-2018-1,1/22/2018,The worlds most valuable bitcoin startup just grabbed an ex-Twitter exec to make cryptocurrency more user-friendly - Business Insider,businessinsider.com,http://www.businessinsider.com/enterprise
207,Ptrs,True,True,amazon,POS,https://thenypost.files.wordpress.com/2018/01/amazon-shopping-checkout.jpg?quality=90&strip=all&w=1200,https://nypost.com/2018/01/21/amazon-to-open-checkout-free-store/,1/22/2018,Amazon to open checkout-free store | New York Post,abcnews.go.com,http://nypost.com/business/
208,Ptrs,True,True,facebook,POS,https://s.yimg.com/uu/api/res/1.2/H0RQOOaYEWhs7h.XehfjaA--~B/aD0xMDI0O3c9MTUzNjtzbT0xO2FwcGlkPXl0YWNoeW9u/http://media.zenfs.com/en_US/News/US-AFPRelax/istock_504757660.9ee82155859.original.jpg,https://www.yahoo.com/tech/facebook-let-users-rank-trust-news-sources-084249861.html,1/22/2018,Facebook to let users rank 'trust' in news sources,foxbusiness.com,https://finance.yahoo.com/tech/
209,Ptrs,True,True,amazon,POS,https://media1.s-nbcnews.com/j/newscms/2018_04/2301221/180122-amazon-go-mn-1215_baac78139501921c2bd26829c07fd078.nbcnews-fp-1200-630.jpg,https://www.nbcnews.com/business/consumer/no-lines-no-checkout-no-problem-amazon-s-new-grocery-n839756,1/22/2018,"No lines, no checkout, no problem! Is Amazon Go the grocery store of the future? - NBC News",finance.yahoo.com,https://www.nbcnews.com/business
210,Ptrs,True,True,facebook,NEG,https://www.washingtonpost.com/rf/image_1484w/2010-2019/Wires/Images/2017-12-04/Reuters/2017-12-04T054735Z_440605151_RC1E441FA330_RTRMADP_3_AUSTRALIA-ANTITRUST-ALPHABET.jpg?t=20170517,https://www.washingtonpost.com/news/the-switch/wp/2018/01/22/facebook-admits-it-sometimes-harms-democracy/,1/22/2018,Facebook admits social media sometimes harms democracy - The Washington Post,www.usatoday.com/money,https://www.washingtonpost.com/business/
211,Ptrs,True,True,facebook,NEG,http://www.telegraph.co.uk/content/dam/technology/2017/10/30/TELEMMGLPICT000126917354-xlarge_trans_NvBQzQNjv4BqVnGZDHLVbaDWtLqzwQh5-ZeIJ9QffmP6QZKp3pZwEZs.jpeg,http://www.telegraph.co.uk/technology/2018/01/22/facebook-admits-social-media-can-harm-democracy/,2018-01-22,Facebook admits social media can harm democracy ,usatoday.com,http://www.telegraph.co.uk/business/companies
212,Ptrs,True,True,uber,POS,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/i3ZP5W7hDs38/v1/1200x777.jpg,https://www.bloomberg.com/news/articles/2018-01-22/uber-ceo-sees-flying-cars-across-u-s-skies-within-10-years,1/22/2018,Ubers CEO Predicts the U.S. Will Have Flying Cars Within 10 Years - Bloomberg,telegraph.co.uk,https://www.bloomberg.com/europe
213,Ptrs,True,True,bp,POS,https://assets.bwbx.io/s3/javelin/public/javelin/images/social-default-a4f15fa7ee.jpg,https://www.bloomberg.com/news/articles/2018-01-22/bp-is-said-to-weigh-bid-for-1-8-billion-italian-solar-company,1/22/2018,BP Weighs Bid for $1.8 Billion Italian Solar Company - Bloomberg,telegraph.co.uk,https://www.bloomberg.com/europe
214,Ptrs,True,True,ryanair,NEG,https://i.guim.co.uk/img/media/9650fdc68149ee682184ac04885a9af078d7ac73/0_0_5598_3359/master/5598.jpg?w=1200&h=630&q=55&auto=format&usm=12&fit=crop&crop=faces%2Centropy&bm=normal&ba=bottom%2Cleft&blend64=aHR0cHM6Ly91cGxvYWRzLmd1aW0uY28udWsvMjAxOC8wMS8xOC9mYWNlYm9va19kZWZhdWx0LnBuZw&s=8dcf13df784ac15daa57d513527c4e90,https://www.theguardian.com/money/2018/jan/22/ryanair-expenses-compensation-delayed-cancelled,1/22/2018,Ryanair: passengers fight for expenses if flights are delayed | Money | The Guardian,bloomberg.com,https://www.theguardian.com/uk/business
215,Ptrs,True,True,uber,NEG,http://a.abcnews.com/images/Technology/WireAP_3a5539b8745d47ab9288e7962eeb38b4_16x9_992.jpg,http://abcnews.go.com/Technology/wireStory/mexican-uber-driver-us-illegally-charged-rapes-52532069,1/23/2018,Uber driver in US illegally charged with 4 California rapes - ABC News,bbc.com,http://abcnews.go.com/Technology
216,Ptrs,True,True,netflix,POS,https://thenypost.files.wordpress.com/2017/12/istock-458953485.jpg?quality=90&strip=all&w=1200,https://nypost.com/2018/01/22/netflix-beats-growth-estimates-despite-price-increase/,1/23/2018,Netflix beats growth estimates despite price increase | New York Post,abcnews.go.com,http://nypost.com/business/
217,Ptrs,True,True,jpmorgan,POS,https://thenypost.files.wordpress.com/2018/01/shutterstock_459678514.jpg?quality=90&strip=all&w=1200,https://nypost.com/2018/01/23/jpmorgan-to-hire-4000-workers-in-us-after-tax-gains/,1/23/2018,"JPMorgan to hire 4,000 new workers in US after tax gains | New York Post",abcnews.go.com,http://nypost.com/business/
218,Ptrs,True,True,amazon,POS,https://www.gannett-cdn.com/-mm-/254cf5bd8c4a89b00e9c2ed4cdec6ae6ade3564f/c=0-0-642-361&r=x1683&c=3200x1680/local/-/media/2018/01/22/USATODAY/usatsports/Reviewed.com-RvEW-21300-baby-diapers-hero.jpg,https://www.usatoday.com/story/tech/reviewedcom/2018/01/22/amazons-newest-product-line-will-save-parents-a-ton-of-money/109709590/,1/23/2018,Amazon's newest product line can save parents a ton of money,wsj.com,https://www.usatoday.com
219,Ptrs,True,True,netflix,POS,https://www.gannett-cdn.com/-mm-/590b642c1dc42758726143b4ac33f5463e13d38a/c=0-30-580-356&r=x803&c=1600x800/local/-/media/2018/01/15/USATODAY/usatsports/MotleyFool-TMOT-fe729cb4-netflix-lahq_large.jpg,https://www.usatoday.com/story/tech/news/2018/01/22/netflix-reels-customers-after-price-hike-sending-stock-new-high/1053316001/,1/23/2018,"Netflix reels in customers after price hike, sending stock to new high",wsj.com,https://www.usatoday.com
220,Ptrs,True,True,netflix,NEG,http://www.telegraph.co.uk/content/dam/films/2017/11/02/TELEMMGLPICT000145261480-xlarge_trans_NvBQzQNjv4BqaRL1kC4G7DT9ZsZm6Pe3PehAFAI_f6ud569StXyOKH0.jpeg,http://www.telegraph.co.uk/technology/2018/01/23/kevin-spacey-sexual-harassment-scandal-costs-netflix-39m/,2018-01-23,Kevin Spacey sexual harassment scandal costs Netflix $39m,usatoday.com,http://www.telegraph.co.uk/business/companies
221,Ptrs,True,True,uber,POS,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/ihIjErlTdqKo/v0/1200x818.jpg,https://www.bloomberg.com/news/articles/2018-01-23/uber-to-be-profitable-within-three-years-khosrowshahi-says,1/23/2018,"Uber to Be Profitable Within Three Years, CEO Says - Bloomberg",telegraph.co.uk,https://www.bloomberg.com/europe
222,Ptrs,True,True,bp,POS,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/i9Z7EFZok4t0/v0/1200x800.jpg,https://www.bloomberg.com/news/articles/2018-01-23/bp-scanning-for-renewables-deals-to-plan-for-a-life-beyond-oil,1/23/2018,BP Is Scanning for Renewables Deals to Plan for a Life Beyond Oil - Bloomberg,telegraph.co.uk,https://www.bloomberg.com/europe
223,Ptrs,True,True,barclays,NEG,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/i1uV3gS9RREM/v0/1200x800.jpg,https://www.bloomberg.com/news/articles/2018-01-23/barclays-banker-secretly-taped-saying-he-shredded-key-report,1/23/2018,Barclays Banker Secretly Taped Saying He Shredded Key Report - Bloomberg,telegraph.co.uk,https://www.bloomberg.com/europe
224,Ptrs,True,True,tesla,POS,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/izmTgxrywA4w/v1/1200x800.jpg,https://www.bloomberg.com/news/articles/2018-01-23/tesla-tops-ups-all-in-bet-on-musk-with-2-6-billion-option-award,1/23/2018,Musk's New Pay Deal Could Make Him the World's Richest ManIf Tesla Succeeds - Bloomberg,telegraph.co.uk,https://www.bloomberg.com/europe
225,Ptrs,True,True,sky-news,NEG,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/iGaT80jQggLs/v0/1200x747.jpg,https://www.bloomberg.com/news/articles/2018-01-23/sky-news-on-the-line-as-u-k-regulator-weighs-fox-deal-options,1/23/2018,The Future of Sky News Is Suddenly on the Line - Bloomberg,telegraph.co.uk,https://www.bloomberg.com/europe
226,Ptrs,True,True,twitter,NEG,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/iL3.orl7yjNs/v0/1200x800.jpg,https://www.bloomberg.com/news/articles/2018-01-23/twitter-s-coo-noto-resigns-to-become-chief-executive-at-sofi,1/23/2018,Twitter's No. 2 Resigns to Become Chief Executive of SoFi - Bloomberg,telegraph.co.uk,https://www.bloomberg.com/europe
227,Ptrs,True,True,apple,NEG,https://thenypost.files.wordpress.com/2018/01/180124-apple-battery-update-feature.jpg?quality=90&strip=all&w=1200,https://nypost.com/2018/01/24/apple-to-add-battery-features-after-slowdown-fiasco/,1/25/2018,Apple to add battery features after slowdown fiasco | New York Post,abcnews.go.com,http://nypost.com/business/
228,Ptrs,True,True,twitter,POS,https://s.yimg.com/uu/api/res/1.2/s7D2dOEodzkocTefEUlpbg--~B/aD0xMDA4O3c9MTU1NjtzbT0xO2FwcGlkPXl0YWNoeW9u/http://media.zenfs.com/en-US/homerun/engadget_479/75a1a203a18f8dee8a601d95111c294f,https://finance.yahoo.com/news/twitter-uses-smart-cropping-image-142200054.html,1/25/2018,Twitter uses smart cropping to make image previews more interesting,foxbusiness.com,https://finance.yahoo.com/tech/
229,Ptrs,True,True,tesla,POS,http://s.newsweek.com/sites/www.newsweek.com/files/styles/full/public/2018/01/23/elon-musk-bet-tesla-compensation-plan.jpg,http://www.newsweek.com/elon-musk-says-tesla-will-be-trillion-dollar-company-within-decade-788259,1/25/2018,Elon Musk Says Tesla Will Be a Trillion-Dollar Company Within a Decade,newser.com,http://www.newsweek.com/business
230,Ptrs,True,True,nestle,NEG,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/iDdVpQ7XdqWE/v1/1200x800.jpg,https://www.bloomberg.com/news/articles/2018-01-25/nestle-to-cut-400-more-jobs-in-france-in-macron-era-savings-push,1/25/2018,Nestle to Cut 400 More Jobs in France in Macron-Era Savings Push - Bloomberg,telegraph.co.uk,https://www.bloomberg.com/europe
231,Ptrs,True,True,3m,POS,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/iPscfpSDvbHs/v0/1200x800.jpg,https://www.bloomberg.com/gadfly/articles/2018-01-25/3m-sticks-together-like-scotch-tape-as-others-break-up,1/25/2018,3M Sticks Together Like Scotch Tape as Others Break Up - Bloomberg,telegraph.co.uk,https://www.bloomberg.com/europe
232,Ptrs,True,True,facebook,NEG,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/i1Pe0azJztRQ/v0/1200x865.jpg,https://www.bloomberg.com/view/articles/2018-01-25/germany-is-attacking-facebook-for-the-wrong-reason,1/25/2018,Germany Is Attacking Facebook for the Wrong Reason - Bloomberg,telegraph.co.uk,https://www.bloomberg.com/europe
233,Ptrs,True,True,sky-news,NEG,https://i.guim.co.uk/img/media/65e5b6b22b202a3f36d5c55eda8fcccef2528e67/0_127_3349_2010/master/3349.jpg?w=1200&h=630&q=55&auto=format&usm=12&fit=crop&crop=faces%2Centropy&bm=normal&ba=bottom%2Cleft&blend64=aHR0cHM6Ly91cGxvYWRzLmd1aW0uY28udWsvMjAxOC8wMS8xOC9mYWNlYm9va19kZWZhdWx0LnBuZw&s=4ceff00464d9e88081b105053080f9fd,https://www.theguardian.com/business/2018/jan/25/sky-news-no-longer-critical-to-broadcaster-says-chief-executive,1/25/2018,"Sky News no longer critical to broadcaster, says chief executive | Business | The Guardian",bloomberg.com,https://www.theguardian.com/uk/business
